,viewed
5970,1
5973,0
5975,0
5977,0
5978,0
5979,1
5982,1
5985,1
5988,1
5991,1
5994,1
5996,1
5998,0
6000,0
6001,1
6003,0
6005,0
6006,1
6009,0
6010,1
6013,0
6015,0
6016,0
6018,0
6019,1
6022,0
6024,0
6025,0
6026,1
6029,0
6031,1
6034,0
6035,0
6036,1
6039,1
6042,1
6045,0
6046,0
6048,0
6049,1
6052,1
6055,1
6057,1
6060,0
6061,1
6064,1
6067,1
6070,1
6073,0
6075,1
6078,0
6079,1
6081,1
6083,1
6085,0
6086,1
6088,0
6089,0
6091,1
6094,0
6096,1
6099,0
6101,0
6103,1
6105,1
6107,1
6109,0
6111,1
6114,0
6116,1
6119,1
6122,0
6124,0
6126,1
6128,0
6129,1
6132,0
6134,1
6136,1
6139,0
6141,0
6142,0
6143,1
6145,0
6146,1
6149,0
6150,0
6151,0
6153,0
6154,1
6157,0
6159,1
6162,0
6163,1
6166,1
6169,0
6170,1
6172,0
6173,1
6176,0
6178,0
6180,1
6182,1
6184,0
6185,1
6188,1
6191,0
6193,1
6195,1
6198,0
6199,1
6201,1
6203,0
6204,0
6206,0
6208,0
6210,0
6212,1
6215,0
6217,0
6218,0
6219,0
6220,1
6222,1
6224,1
6227,1
6230,1
6233,1
6235,0
6236,1
6239,1
6242,0
6243,1
6246,1
6249,1
6252,0
6254,0
6255,1
6258,1
6261,1
6263,0
6265,0
6266,0
6268,0
6269,0
6271,1
6274,0
6276,0
6278,0
6279,0
6280,0
6281,0
6282,1
6284,0
6285,0
6286,0
6287,0
6289,1
6292,1
6294,0
6295,1
6297,0
6299,0
6300,1
6302,1
6304,0
6306,0
6308,0
6309,0
6311,0
6312,0
6313,1
6316,1
6319,0
6320,0
6321,1
6324,1
6327,0
6328,0
6330,0
6331,1
6334,1
6337,1
6339,1
6342,0
6344,1
6347,0
6349,1
6352,1
6355,1
6358,1
6361,0
6363,1
6364,1
6367,1
6370,1
6372,0
6374,1
6377,1
6379,1
6382,0
6383,1
6385,1
6388,1
6391,1
6393,1
6396,1
6399,0
6401,0
6403,0
6405,0
6407,1
6410,1
6413,1
6416,0
6418,1
6420,0
6422,0
6423,1
6426,1
6429,0
6431,0
6432,1
6435,0
6437,0
6439,0
6441,1
6444,0
6445,1
6448,0
6450,0
6451,0
6452,0
6453,1
6456,0
6457,0
6458,0
6460,1
6463,1
6466,1
6469,1
6472,0
6473,0
6475,0
6477,0
6478,0
6479,1
6482,1
6485,0
6486,1
6489,1
6492,0
6494,1
6497,1
6500,1
6503,0
6504,0
6505,1
6508,0
6509,1
6512,1
6515,0
6516,0
6518,1
6521,1
6524,0
6525,1
6528,0
6529,1
6532,1
6535,1
6537,1
6540,0
6541,0
6543,1
6546,1
6549,0
6550,1
6553,1
6556,0
6557,0
6558,0
6559,1
6562,0
6564,0
6566,1
6569,1
6571,1
6574,0
6576,1
6578,0
6579,1
6581,0
6582,0
6584,0
6586,1
6588,1
6590,0
6591,0
6592,0
6593,0
6594,1
6596,1
6599,1
6602,0
6603,0
6605,1
6607,1
6609,1
6611,0
6612,1
6615,0
6617,0
6618,1
6621,0
6623,0
6625,0
6626,0
6627,1
6630,1
6633,1
6635,0
6636,0
6637,0
6639,1
6641,0
6643,1
6646,0
6647,1
6650,0
6651,1
6654,0
6656,0
6657,1
6660,1
6663,0
6664,1
6667,1
6670,1
6673,0
6675,0
6677,1
6679,0
6680,1
6683,0
6684,1
6686,0
6688,1
6690,0
6691,0
6693,0
6694,1
6697,1
6700,1
6703,0
6705,1
6707,0
6709,0
6711,0
6713,1
6716,0
6717,0
6718,0
6719,0
6720,1
6723,0
6724,1
6727,1
6730,1
6732,1
6735,0
6736,1
6739,0
6741,1
6743,1
6745,1
6747,0
6748,0
6751,1
6753,0
6754,0
6756,0
6758,1
6760,0
6761,1
6763,1
6765,1
6768,1
6771,0
6773,1
6776,0
6778,1
6781,1
6783,1
6785,1
6787,1
6789,1
6791,1
6793,1
6796,0
6798,1
6801,0
6802,0
6804,1
6807,0
6808,1
6810,1
6813,1
6815,1
6817,1
6819,1
6821,1
6824,0
6825,1
6828,1
6831,0
6832,0
6834,1
6836,0
6838,0
6840,1
6843,1
6845,0
6846,0
6848,1
6851,0
6852,0
6853,0
6854,1
6856,0
6857,1
6860,1
6862,1
6865,1
6868,0
6870,1
6872,1
6875,0
6876,0
6877,0
6878,1
6881,1
6884,1
6886,1
6888,1
6890,1
6891,1
6893,0
6895,0
6896,1
6898,1
6901,0
6903,1
6905,1
6908,0
6910,1
6912,1
6915,1
6917,0
6919,0
6921,0
6922,0
6924,0
6925,1
6927,1
6930,0
6931,1
6934,0
6936,1
6939,0
6941,1
6944,0
6946,0
6947,1
6950,1
6953,0
6955,1
6958,0
6960,0
6962,0
6963,0
6964,0
6965,1
6967,1
6970,0
6971,0
6973,0
6975,1
6977,1
6979,1
6981,1
6983,0
6985,1
6987,0
6988,0
6989,0
6991,1
6994,0
6995,0
6996,1
6999,0
7000,1
7003,1
7006,1
7009,1
7012,0
7014,1
7017,1
7019,1
7022,1
7025,0
7027,1
7030,0
7032,0
7034,0
7036,1
7039,0
7041,1
7044,0
7046,0
7048,0
7050,1
7053,1
7056,1
7059,0
7060,0
7061,1
7064,1
7066,0
7067,0
7068,1
7071,1
7074,0
7075,0
7076,1
7079,0
7080,1
7083,1
7086,1
7089,1
7091,1
7094,1
7097,0
7099,1
7101,1
7104,1
7106,1
7108,1
7111,1
7114,0
7116,1
7119,0
7121,1
7124,0
7126,0
7128,0
7130,1
7133,1
7135,0
7137,1
7140,0
7142,1
7145,0
7146,0
7148,0
7150,1
7153,0
7154,0
7155,1
7158,1
7161,0
7163,0
7164,0
7166,0
7167,1
7170,0
7171,0
7172,0
7173,1
7176,0
7177,1
7180,0
7182,1
7185,0
7186,1
7188,0
7190,1
7193,0
7195,0
7196,1
7198,1
7201,0
7202,1
7205,1
7207,1
7209,0
7210,1
7212,1
7215,0
7216,0
7217,1
7219,1
7222,1
7225,1
7228,0
7229,0
7230,0
7231,0
7232,0
7233,0
7235,1
7237,1
7239,1
7241,0
7243,1
7246,0
7247,0
7248,0
7250,1
7252,1
7255,1
7258,0
7260,0
7262,0
7264,1
7266,1
7269,1
7272,0
7273,0
7274,0
7275,0
7276,0
7277,1
7280,1
7282,1
7285,0
7286,0
7288,1
7291,0
7292,0
7294,1
7297,0
7299,1
7302,0
7303,1
7306,0
7308,1
7310,1
7313,1
7315,1
7318,1
7320,0
7322,1
7325,1
7328,0
7329,0
7330,1
7333,0
7335,1
7338,1
7340,0
7342,1
7345,0
7347,0
7349,1
7352,0
7354,1
7356,1
7359,1
7362,0
7363,0
7364,1
7367,1
7370,1
7373,0
7374,0
7376,1
7378,0
7379,1
7382,1
7383,1
7386,0
7387,0
7389,1
7391,0
7392,1
7395,0
7396,1
7399,1
7402,1
7405,0
7407,0
7408,1
7411,1
7413,0
7414,0
7416,0
7417,1
7419,1
7421,1
7423,1
7426,1
7428,1
7431,0
7433,0
7435,0
7436,1
7438,1
7440,1
7443,0
7445,0
7447,0
7449,0
7451,0
7453,0
7454,1
7456,1
7459,1
7461,0
7462,0
7464,1
7467,1
7470,1
7473,0
7474,1
7477,0
7479,0
7480,0
7481,0
7482,1
7484,0
7486,0
7488,0
7489,0
7491,0
7492,0
7493,0
7494,0
7496,0
7498,1
7500,0
7501,0
7502,0
7504,0
7505,1
7508,1
7511,0
7512,0
7514,1
7517,0
7519,1
7522,0
7524,0
7526,0
7528,0
7529,1
7532,1
7534,1
7538,0
7540,0
7541,1
7544,0
7546,1
7548,1
7551,0
7552,0
7554,1
7556,0
7557,1
7559,0
7561,0
7562,0
7564,0
7565,1
7568,1
7570,0
7572,0
7573,1
7576,0
7578,0
7579,0
7580,0
7581,1
7583,0
7585,1
7587,1
7589,0
7590,1
7593,0
7595,1
7597,0
7598,0
7599,0
7600,0
7601,1
7603,0
7605,0
7607,1
7610,1
7613,1
7616,1
7619,0
7620,1
7623,1
7625,1
7627,1
7629,1
7631,1
7634,0
7635,0
7636,0
7638,1
7641,1
7644,1
7646,0
7647,0
7648,0
7650,0
7651,0
7652,1
7654,1
7657,1
7660,0
7662,0
7663,1
7665,0
7666,1
7669,1
7671,0
7673,0
7675,1
7677,0
7679,1
7681,0
7682,1
7685,1
7688,1
7691,1
7694,1
7697,0
7698,1
7701,1
7703,1
7704,1
7706,0
7707,1
7710,0
7711,1
7714,0
7715,1
7717,1
7720,1
7722,1
7724,1
7727,1
7730,1
7733,1
7736,1
7739,1
7741,0
7742,0
7743,1
7745,1
7748,1
7750,1
7752,1
7755,0
7757,0
7758,0
7759,1
7762,1
7764,0
7766,1
7768,0
7769,1
7772,0
7773,0
7775,0
7777,0
7778,1
7781,1
7784,0
7786,1
7789,1
7792,1
7795,0
7796,1
7799,1
7802,0
7803,0
7805,0
7806,1
7809,0
7810,1
7813,1
7815,0
7816,1
7819,0
7820,1
7823,0
7824,1
7826,1
7828,1
7830,1
7833,0
7835,1
7838,0
7839,0
7840,0
7842,0
7844,0
7845,0
7846,0
7847,1
7849,1
7851,0
7852,1
7854,1
7857,1
7859,1
7862,0
7864,1
7867,1
7869,1
7872,1
7874,1
7877,0
7878,1
7880,1
7882,1
7885,1
7887,1
7890,0
7892,0
7893,1
7896,0
7897,0
7898,0
7899,1
7900,1
7902,0
7903,0
7904,0
7906,0
7908,0
7909,1
7911,1
7914,0
7916,0
7917,0
7919,1
7922,1
7925,1
7927,0
7929,1
7932,0
7934,1
7936,0
7937,1
7939,1
7941,0
7942,0
7943,1
7946,0
7947,1
7950,0
7951,1
7954,0
7955,1
7958,1
7961,1
7964,1
7967,0
7969,0
7971,1
7974,1
7976,1
7979,0
7980,1
7983,1
7985,1
7988,0
7989,0
7991,0
7992,0
7994,0
7996,1
7998,0
7999,1
8002,0
8004,0
8006,1
8008,0
8009,1
8011,1
8014,1
8016,1
8018,1
8021,0
8022,0
8023,0
8024,1
8027,1
8029,1
8032,1
8035,0
8036,0
8037,0
8038,0
8039,0
8040,1
8043,0
8045,1
8047,1
8050,1
8053,0
8055,1
8058,1
8061,0
8062,1
8065,1
8068,0
8070,0
8071,1
8074,1
8077,1
8080,0
8082,1
8085,1
8087,0
8089,1
8092,1
8095,0
8096,0
8097,1
8100,1
8103,1
8106,1
8109,0
8111,1
8114,1
8117,0
8120,1
8123,1
8126,1
8129,1
8132,0
8133,0
8134,1
8137,1
8139,1
8142,1
8145,1
8148,1
8151,1
8154,1
8157,1
8159,0
8161,1
8164,0
8165,0
8166,0
8167,0
8168,0
8169,1
8172,1
8175,1
8178,1
8180,0
8181,0
8182,1
8185,0
8186,0
8187,0
8188,1
8191,1
8193,1
8196,1
8199,1
8202,1
8205,0
8207,1
8210,1
8212,0
8214,1
8217,0
8218,0
8219,0
8220,1
8223,1
8226,1
8229,1
8232,0
8233,1
8235,1
8238,1
8241,1
8243,0
8245,1
8248,1
8251,0
8252,0
8253,0
8254,1
8256,0
8257,1
8259,1
8262,1
8265,0
8266,0
8267,1
8270,1
8272,1
8275,1
8278,0
8279,1
8281,1
8283,1
8285,1
8287,0
8289,0
8290,0
8292,0
8293,0
8295,0
8296,0
8297,1
8300,0
8301,1
8304,0
8306,0
8307,0
8308,0
8309,1
8311,0
8312,0
8313,1
8316,1
8318,0
8320,1
8322,1
8324,0
8325,0
8327,0
8328,0
8330,0
8331,0
8333,1
8336,1
8339,1
8342,0
8343,0
8344,1
8347,1
8350,1
8352,1
8355,1
8358,0
8359,0
8360,1
8363,1
8365,1
8367,1
8369,0
8371,0
8372,0
8373,1
8375,1
8378,0
8380,0
8381,1
8384,1
8386,1
8389,0
8390,1
8393,1
8396,1
8398,1
8400,0
8401,1
8403,1
8405,1
8408,1
8411,0
8413,0
8415,0
8417,1
8420,1
8422,0
8423,1
8426,1
8429,1
8432,0
8433,0
8434,0
8435,0
8436,1
8439,1
8442,1
8445,0
8447,0
8448,0
8449,1
8451,1
8453,1
8456,0
8457,0
8459,1
8461,1
8463,1
8466,1
8469,0
8470,0
8471,1
8474,0
8476,0
8477,1
8480,1
8482,1
8485,1
8488,0
8489,1
8491,1
8494,1
8496,0
8497,1
8499,0
8501,1
8503,0
8504,0
8506,1
8509,0
8510,0
8511,1
8514,1
8517,1
8519,0
8520,0
8521,1
8524,1
8527,1
8529,1
8532,0
8534,0
8536,0
8537,1
8540,1
8542,0
8544,1
8547,0
8549,0
8551,1
8554,1
8557,0
8559,0
8561,0
8563,1
8565,0
8566,0
8568,0
8570,1
8573,1
8576,1
8579,0
8580,0
8581,0
8582,1
8585,1
8588,0
8590,1
8592,1
8595,1
8598,0
8600,1
8603,1
8606,0
8608,1
8611,0
8612,0
8613,0
8615,0
8616,1
8619,1
8622,1
8625,1
8628,1
8631,0
8632,1
8634,0
8636,1
8639,0
8641,0
8642,0
8643,0
8644,0
8645,1
8648,0
8650,0
8652,1
8654,0
8655,1
8658,1
8661,1
8664,1
8667,0
8669,0
8671,0
8673,0
8675,0
8676,0
8678,1
8681,1
8684,1
8687,1
8689,1
8692,0
8694,1
8697,0
8698,0
8699,0
8701,1
8703,1
8706,0
8708,0
8709,1
8711,1
8714,0
8716,0
8718,0
8719,1
8722,1
8724,1
8726,1
8729,0
8731,1
8734,1
8737,1
8740,1
8742,1
8745,1
8748,1
8751,1
8754,0
8755,0
8756,1
8759,1
8762,1
8765,0
8767,0
8768,0
8769,0
8771,0
8772,1
8775,0
8776,0
8777,0
8779,0
8781,0
8782,0
8783,1
8785,1
8787,1
8790,1
8792,0
8793,1
8795,0
8797,0
8799,1
8801,0
8803,1
8806,1
8808,0
8809,1
8812,1
8815,0
8816,1
8819,1
8822,0
8823,1
8826,1
8829,0
8830,1
8832,1
8835,0
8836,1
8839,0
8841,1
8844,0
8845,0
8847,1
8850,1
8852,0
8853,0
8855,0
8857,1
8859,0
8860,0
8862,0
8863,1
8865,1
8867,0
8869,0
8870,1
8873,0
8875,0
8876,1
8878,0
8879,1
8881,1
8884,1
8887,1
8890,1
8893,1
8896,1
8899,1
8902,1
8905,0
8906,1
8909,1
8912,1
8915,0
8916,1
8919,1
8922,0
8924,1
8926,1
8928,0
8929,0
8931,0
8932,0
8934,1
8937,1
8939,0
8941,0
8943,0
8945,1
8948,0
8949,0
8950,0
8952,0
8954,0
8956,1
8958,1
8961,1
8963,1
8966,0
8968,1
8971,1
8974,1
8977,0
8980,1
8982,1
8984,0
8985,1
8988,0
8989,0
8990,1
8993,1
8995,1
8998,0
9000,0
9002,0
9004,1
9006,1
9008,0
9009,0
9011,1
9014,0
9016,1
9019,0
9021,1
9024,0
9026,1
9028,0
9030,0
9031,0
9032,1
9034,1
9037,1
9040,1
9043,0
9044,0
9045,1
9048,0
9050,0
9051,0
9052,0
9053,0
9054,0
9056,0
9058,1
9061,0
9062,1
9065,0
9066,1
9069,0
9070,0
9072,1
9075,1
9078,1
9081,1
9083,1
9086,1
9089,1
9092,1
9095,1
9097,1
9099,0
9101,0
9102,0
9103,1
9105,0
9106,0
9107,0
9108,1
9111,1
9114,1
9117,0
9118,1
9121,0
9122,0
9124,0
9125,0
9126,1
9128,1
9130,1
9133,1
9135,1
9138,1
9140,1
9143,1
9146,1
9149,0
9150,1
9153,0
9155,1
9157,1
9159,0
9161,1
9164,0
9165,1
9167,1
9170,0
9171,1
9174,0
9175,0
9176,0
9177,0
9179,1
9182,0
9183,0
9184,0
9186,1
9189,1
9191,1
9194,0
9195,0
9196,1
9199,1
9202,1
9205,1
9208,0
9210,1
9213,0
9215,1
9218,0
9219,1
9222,0
9224,1
9227,0
9229,0
9231,1
9234,1
9237,0
9238,0
9239,1
9241,0
9242,1
9244,1
9247,1
9250,1
9252,1
9255,1
9258,1
9260,0
9262,0
9264,0
9265,1
9268,0
9270,1
9272,0
9273,1
9276,1
9279,1
9282,0
9284,1
9287,1
9290,1
9293,1
9295,1
9297,1
9300,0
9301,0
9303,0
9304,1
9307,0
9308,0
9309,1
9312,0
9313,0
9314,1
9317,0
9318,0
9319,0
9320,0
9321,1
9323,1
9326,0
9328,1
9331,1
9334,1
9337,0
9338,0
9339,1
9341,1
9344,1
9347,0
9348,0
9350,0
9351,1
9354,1
9357,0
9358,1
9361,0
9362,1
9365,1
9368,0
9369,0
9370,0
9371,0
9373,0
9375,0
9376,1
9379,0
9380,1
9382,0
9383,0
9384,0
9385,1
9388,0
9389,0
9391,1
9394,0
9396,1
9399,0
9401,0
9402,1
9404,0
9405,1
9408,1
9411,1
9414,1
9417,1
9420,1
9422,0
9423,1
9425,1
9427,1
9430,0
9431,0
9433,1
9436,1
9439,0
9441,0
9442,0
9444,1
9447,1
9449,0
9450,0
9452,1
9454,0
9456,1
9459,1
9461,1
9464,0
9465,1
9467,0
9469,0
9470,1
9473,1
9475,1
9478,0
9480,1
9483,1
9486,0
9488,1
9490,1
9493,0
9495,1
9497,0
9498,0
9499,0
9500,0
9501,0
9503,1
9506,0
9507,1
9510,0
9511,1
9513,1
9515,1
9517,1
9520,0
9523,0
9525,0
9526,1
9529,0
9530,1
9533,1
9535,1
9538,1
9541,1
9544,0
9545,1
9547,1
9550,0
9551,1
9554,0
9556,1
9558,1
9561,1
9564,0
9566,1
9569,1
9572,1
9574,0
9575,1
9577,0
9578,1
9580,1
9582,1
9585,0
9587,0
9588,0
9590,0
9592,1
9595,1
9598,1
9601,1
9603,0
9605,1
9608,1
9611,0
9612,0
9613,1
9615,1
9617,1
9620,1
9622,0
9623,1
9626,1
9629,0
9630,0
9631,0
9632,1
9634,1
9637,0
9638,1
9641,1
9644,1
9646,0
9647,0
9648,0
9650,0
9651,0
9652,1
9655,0
9656,0
9657,0
9659,0
9661,0
9663,0
9665,1
9668,0
9670,0
9672,0
9673,1
9676,0
9677,0
9679,0
9680,0
9681,1
9684,0
9686,1
9689,1
9692,1
9695,1
9698,0
9699,0
9700,0
9701,1
9704,0
9705,0
9707,1
9709,0
9710,1
9713,1
9715,0
9716,1
9719,1
9721,0
9722,0
9724,0
9725,1
9728,1
9731,0
9733,1
9735,1
9738,1
9741,0
9743,1
9745,1
9747,1
9749,1
9751,1
9754,1
9757,0
9758,0
9760,1
9763,1
9766,0
9767,0
9769,1
9772,0
9773,0
9774,0
9775,0
9776,1
9779,1
9782,0
9783,1
9786,0
9787,1
9789,1
9792,1
9795,1
9798,1
9801,1
9804,0
9806,1
9808,1
9811,1
9813,0
9815,1
9817,1
9820,1
9822,1
9823,1
9825,0
9827,0
9828,1
9830,1
9833,0
9834,0
9835,0
9836,0
9837,0
9838,1
9840,0
9841,1
9844,1
9846,1
9849,0
9851,1
9854,0
9855,0
9856,1
9859,1
9862,0
9863,1
9864,1
9867,0
9868,1
9870,1
9873,1
9876,0
9878,0
9879,1
9882,0
9883,1
9886,1
9888,0
9889,1
9891,0
9893,1
9895,0
9897,0
9899,0
9900,0
9901,1
9903,0
9904,0
9905,1
9908,1
9911,1
9914,0
9915,1
9918,0
9920,1
9923,1
9925,0
9926,0
9927,0
9928,1
9930,1
9932,1
9935,1
9938,1
9941,0
9942,1
9945,0
9946,1
9949,1
9952,0
9953,0
9954,1
9957,1
9960,1
9963,1
9966,0
9968,0
9969,1
9972,1
9975,1
9978,1
9981,0
9982,0
9984,0
9986,1
9988,0
9990,0
9992,0
9993,0
9994,0
9995,0
9996,0
9997,0
9998,0
9999,0
10000,0
10001,1
10004,1
10007,0
10009,1
10011,1
10014,1
10017,1
10019,0
10020,0
10021,0
10022,0
10023,0
10025,0
10026,1
10029,1
10031,0
10032,0
10033,0
10035,1
10038,0
10039,0
10041,0
10043,0
10045,0
10047,1
10050,0
10051,1
10054,0
10056,0
10058,0
10060,1
10062,0
10063,0
10064,0
10065,0
10067,1
10069,1
10071,0
10073,0
10075,0
10076,0
10077,1
10079,0
10080,0
10082,0
10084,0
10085,1
10087,1
10089,1
10092,1
10094,1
10097,1
10100,1
10102,1
10105,0
10106,1
10109,0
10111,0
10112,0
10114,0
10116,0
10118,1
10121,1
10124,0
10126,0
10128,1
10131,0
10133,0
10135,1
10138,0
10139,0
10141,1
10143,1
10145,0
10146,0
10147,1
10150,0
10151,0
10152,0
10153,0
10154,1
10157,1
10159,1
10162,0
10163,1
10166,0
10167,1
10169,0
10171,0
10173,1
10176,1
10178,0
10180,0
10181,0
10182,0
10185,1
10188,0
10190,1
10191,1
10193,0
10194,0
10195,0
10196,0
10197,1
10199,0
10201,1
10203,0
10204,1
10207,1
10210,1
10213,0
10214,1
10216,0
10218,0
10219,0
10221,1
10224,0
10225,1
10228,1
10230,0
10231,0
10232,1
10235,0
10236,1
10239,1
10242,0
10243,1
10245,1
10248,0
10249,1
10252,1
10255,0
10256,0
10257,1
10260,0
10262,0
10263,1
10266,0
10267,1
10270,0
10271,1
10274,0
10275,1
10278,0
10279,1
10282,0
10283,0
10284,1
10287,0
10289,0
10291,0
10293,1
10295,1
10298,0
10299,0
10300,0
10301,1
10304,1
10307,0
10308,0
10311,0
10312,0
10313,0
10314,1
10317,1
10320,0
10321,1
10323,1
10325,0
10326,1
10328,0
10329,0
10330,1
10333,1
10336,1
10338,1
10340,1
10342,0
10343,0
10344,0
10346,1
10349,0
10350,0
10352,1
10354,1
10357,0
10358,0
10359,1
10362,1
10365,1
10368,1
10371,1
10374,1
10376,1
10379,0
10380,0
10381,0
10382,0
10383,1
10385,1
10387,1
10390,1
10393,1
10396,0
10398,0
10400,1
10403,1
10406,1
10409,0
10410,0
10411,0
10412,1
10415,0
10416,0
10417,0
10418,1
10421,1
10424,1
10427,1
10429,1
10431,1
10433,0
10434,1
10437,0
10438,1
10441,0
10442,1
10444,1
10447,0
10448,1
10451,1
10454,0
10455,0
10457,0
10458,1
10461,1
10464,1
10467,1
10470,0
10471,1
10474,1
10477,0
10479,0
10480,0
10482,1
10485,1
10488,1
10490,1
10493,1
10496,1
10499,0
10501,0
10503,0
10504,1
10507,1
10510,1
10513,0
10515,0
10517,0
10518,1
10520,1
10522,0
10523,0
10524,0
10526,0
10528,0
10529,1
10532,0
10533,0
10534,1
10537,1
10539,1
10541,1
10543,1
10545,1
10547,1
10550,1
10552,1
10555,0
10556,1
10558,0
10559,0
10561,0
10563,0
10564,0
10565,1
10568,0
10569,1
10572,0
10573,0
10574,1
10576,1
10578,0
10579,1
10581,1
10583,0
10584,0
10585,0
10587,0
10588,0
10589,1
10591,0
10592,0
10593,0
10594,0
10595,0
10597,0
10599,1
10602,1
10605,0
10606,0
10607,0
10608,1
10610,1
10613,1
10615,1
10617,0
10618,1
10621,0
10622,0
10623,1
10626,0
10627,0
10628,0
10629,1
10632,1
10635,0
10636,0
10637,0
10638,0
10639,1
10642,1
10645,1
10648,0
10650,0
10652,0
10654,0
10656,0
10657,0
10659,0
10661,1
10664,0
10666,0
10667,1
10669,1
10672,1
10674,1
10676,1
10679,1
10681,1
10683,0
10685,0
10687,1
10689,1
10691,0
10692,0
10694,1
10697,0
10698,0
10700,0
10702,0
10703,1
10706,1
10709,0
10711,1
10713,0
10714,0
10716,1
10719,0
10720,1
10722,1
10725,0
10726,0
10728,0
10729,0
10730,0
10731,0
10732,0
10733,0
10735,0
10737,1
10739,1
10742,0
10743,1
10745,0
10747,0
10748,0
10749,0
10751,0
10752,1
10754,0
10755,0
10757,0
10758,0
10759,1
10762,1
10764,1
10767,0
10768,0
10769,1
10772,0
10774,1
10777,1
10780,0
10781,1
10783,1
10786,1
10789,1
10791,0
10793,0
10795,1
10798,0
10799,0
10800,1
10802,1
10805,1
10807,0
10808,0
10810,0
10811,0
10812,0
10814,0
10815,1
10817,0
10818,1
10820,1
10822,1
10824,1
10827,0
10828,1
10831,0
10832,0
10834,0
10835,1
10837,0
10839,1
10841,1
10844,1
10847,1
10850,1
10853,1
10856,0
10857,0
10859,0
10860,0
10861,0
10863,1
10866,1
10867,1
10870,1
10873,1
10875,1
10878,0
10879,0
10881,0
10883,1
10886,1
10888,1
10890,1
10892,0
10894,0
10896,0
10898,1
10900,1
10903,1
10905,1
10908,0
10909,1
10912,1
10915,0
10916,1
10918,0
10919,1
10922,0
10924,1
10927,1
10930,0
10932,1
10935,0
10936,0
10937,1
10939,0
10940,0
10941,1
10944,0
10946,0
10947,0
10948,0
10949,0
10952,0
10953,1
10956,1
10959,1
10961,0
10962,1
10964,1
10967,0
10968,0
10969,1
10971,0
10973,0
10975,0
10977,0
10979,1
10981,1
10984,1
10987,1
10989,1
10991,1
10994,1
10997,1
10999,0
11001,0
11002,0
11004,1
11006,1
11009,1
11011,0
11012,0
11013,1
11014,1
11017,1
11019,1
11022,1
11025,0
11027,0
11028,1
11031,1
11033,0
11034,1
11037,1
11040,0
11041,0
11042,0
11044,1
11047,1
11050,0
11051,0
11052,0
11053,1
11056,0
11057,0
11058,1
11061,1
11064,0
11065,1
11067,1
11070,0
11071,0
11073,0
11074,1
11077,1
11080,1
11083,1
11086,0
11088,1
11090,0
11092,1
11095,0
11096,1
11098,0
11099,1
11102,1
11105,1
11108,0
11109,0
11110,1
11113,1
11116,1
11119,0
11120,0
11122,1
11124,1
11127,1
11129,0
11131,0
11133,0
11135,0
11137,1
11139,0
11140,0
11141,1
11143,1
11146,1
11149,1
11152,1
11154,0
11156,1
11159,1
11162,0
11163,0
11164,1
11166,1
11168,1
11169,1
11172,0
11173,1
11176,0
11177,1
11180,1
11183,0
11184,1
11187,1
11190,0
11192,0
11193,1
11196,1
11198,0
11199,0
11200,1
11203,1
11206,1
11208,1
11210,1
11213,1
11216,1
11219,0
11220,1
11223,1
11226,0
11228,1
11231,1
11234,1
11237,1
11240,0
11241,1
11244,1
11246,1
11249,1
11252,1
11255,1
11258,1
11260,1
11263,0
11264,0
11265,1
11268,1
11271,1
11274,1
11277,1
11280,1
11283,1
11286,1
11288,1
11290,0
11292,1
11294,1
11297,0
11299,0
11301,0
11302,0
11303,0
11304,0
11306,0
11307,1
11309,1
11311,1
11314,0
11315,1
11318,0
11320,1
11323,1
11325,0
11326,1
11328,1
11330,1
11332,0
11334,1
11337,0
11338,0
11339,0
11340,0
11342,0
11344,0
11346,0
11348,1
11350,0
11352,1
11355,0
11356,0
11357,1
11360,0
11361,0
11362,1
11364,0
11365,1
11368,1
11371,0
11373,0
11375,0
11377,0
11378,0
11379,1
11382,1
11385,1
11388,1
11391,1
11394,1
11397,1
11400,1
11403,0
11405,0
11407,0
11408,0
11410,0
11412,0
11413,1
11416,0
11417,1
11420,1
11422,1
11425,0
11426,1
11429,0
11430,1
11432,1
11434,0
11435,1
11437,1
11439,0
11441,1
11444,1
11446,1
11448,0
11450,1
11453,1
11454,1
11456,1
11459,0
11461,1
11464,1
11467,0
11468,1
11471,1
11473,1
11475,0
11477,0
11478,1
11480,1
11483,1
11486,0
11487,1
11489,1
11491,1
11493,0
11494,1
11496,1
11499,0
11500,0
11501,0
11503,0
11505,1
11508,0
11509,0
11510,0
11511,0
11512,1
11515,1
11518,1
11521,1
11524,1
11527,0
11528,1
11531,1
11534,1
11537,0
11538,0
11540,1
11543,0
11544,1
11545,1
11547,1
11550,1
11553,1
11555,0
11556,0
11557,0
11559,1
11562,0
11563,0
11564,1
11566,0
11568,1
11571,1
11574,1
11577,1
11580,1
11583,1
11586,1
11589,0
11590,1
11592,1
11595,1
11597,0
11599,1
11601,0
11602,1
11604,0
11605,1
11607,1
11610,0
11612,1
11615,1
11618,1
11620,1
11623,0
11625,0
11627,0
11629,1
11632,0
11633,1
11636,0
11637,1
11640,1
11642,0
11643,0
11645,1
11648,1
11651,0
11652,1
11655,1
11658,0
11659,0
11661,0
11663,0
11664,0
11665,1
11666,1
11670,0
11672,1
11675,1
11677,0
11678,1
11681,0
11682,0
11684,1
11687,0
11688,1
11691,1
11693,0
11694,1
11696,1
11699,1
11702,0
11703,1
11705,0
11706,0
11708,1
11711,1
