,completed
5970,1
5973,1
5975,1
5977,0
5978,0
5979,1
5982,1
5985,1
5988,1
5991,1
5994,0
5996,0
5998,1
6000,0
6001,0
6003,1
6005,0
6006,1
6009,0
6010,1
6013,1
6015,0
6016,1
6018,0
6019,1
6022,1
6024,0
6025,0
6026,1
6029,1
6031,1
6034,0
6035,0
6036,1
6039,1
6042,1
6045,0
6046,1
6048,0
6049,1
6052,1
6055,0
6057,1
6060,0
6061,1
6064,1
6067,1
6070,1
6073,1
6075,1
6078,0
6079,0
6081,0
6083,0
6085,0
6086,0
6088,0
6089,1
6091,1
6094,1
6096,1
6099,1
6101,1
6103,0
6105,0
6107,0
6109,1
6111,1
6114,1
6116,1
6119,1
6122,1
6124,1
6126,0
6128,0
6129,1
6132,1
6134,0
6136,1
6139,1
6141,0
6142,0
6143,0
6145,0
6146,1
6149,0
6150,0
6151,1
6153,0
6154,1
6157,1
6159,1
6162,0
6163,1
6166,1
6169,0
6170,0
6172,0
6173,1
6176,1
6178,1
6180,0
6182,0
6184,0
6185,1
6188,1
6191,1
6193,0
6195,1
6198,0
6199,0
6201,0
6203,0
6204,1
6206,1
6208,1
6210,1
6212,1
6215,1
6217,0
6218,0
6219,0
6220,0
6222,0
6224,1
6227,1
6230,1
6233,0
6235,0
6236,1
6239,1
6242,0
6243,1
6246,1
6249,1
6252,1
6254,0
6255,1
6258,1
6261,0
6263,1
6265,0
6266,1
6268,0
6269,1
6271,1
6274,1
6276,1
6278,0
6279,0
6280,0
6281,0
6282,0
6284,0
6285,0
6286,0
6287,1
6289,1
6292,0
6294,0
6295,0
6297,1
6299,0
6300,0
6302,0
6304,1
6306,1
6308,0
6309,1
6311,0
6312,0
6313,1
6316,1
6319,0
6320,0
6321,1
6324,1
6327,0
6328,1
6330,0
6331,1
6334,1
6337,0
6339,1
6342,1
6344,1
6347,1
6349,1
6352,1
6355,1
6358,1
6361,1
6363,1
6364,1
6367,1
6370,0
6372,1
6374,1
6377,1
6379,1
6382,0
6383,0
6385,1
6388,1
6391,0
6393,1
6396,1
6399,1
6401,1
6403,1
6405,1
6407,1
6410,1
6413,1
6416,1
6418,0
6420,1
6422,0
6423,1
6426,1
6429,1
6431,0
6432,1
6435,1
6437,1
6439,1
6441,1
6444,0
6445,1
6448,1
6450,0
6451,0
6452,0
6453,1
6456,0
6457,0
6458,1
6460,1
6463,1
6466,1
6469,1
6472,0
6473,1
6475,1
6477,0
6478,0
6479,1
6482,1
6485,0
6486,1
6489,1
6492,1
6494,1
6497,1
6500,1
6503,0
6504,0
6505,1
6508,0
6509,1
6512,1
6515,0
6516,1
6518,1
6521,1
6524,0
6525,1
6528,0
6529,1
6532,1
6535,0
6537,1
6540,0
6541,1
6543,1
6546,1
6549,0
6550,1
6553,1
6556,0
6557,0
6558,0
6559,1
6562,1
6564,1
6566,1
6569,0
6571,1
6574,1
6576,0
6578,0
6579,0
6581,0
6582,1
6584,1
6586,0
6588,0
6590,0
6591,0
6592,0
6593,0
6594,0
6596,1
6599,1
6602,0
6603,1
6605,0
6607,0
6609,0
6611,0
6612,1
6615,1
6617,0
6618,1
6621,1
6623,1
6625,0
6626,0
6627,1
6630,1
6633,0
6635,0
6636,0
6637,1
6639,0
6641,1
6643,1
6646,0
6647,1
6650,0
6651,1
6654,1
6656,0
6657,1
6660,1
6663,0
6664,1
6667,1
6670,1
6673,1
6675,0
6677,0
6679,0
6680,1
6683,0
6684,0
6686,1
6688,0
6690,0
6691,1
6693,0
6694,1
6697,1
6700,1
6703,1
6705,0
6707,1
6709,1
6711,1
6713,1
6716,0
6717,0
6718,0
6719,0
6720,1
6723,0
6724,1
6727,1
6730,0
6732,1
6735,0
6736,1
6739,1
6741,0
6743,0
6745,0
6747,0
6748,1
6751,0
6753,0
6754,1
6756,1
6758,0
6760,0
6761,0
6763,0
6765,1
6768,1
6771,1
6773,1
6776,1
6778,1
6781,0
6783,0
6785,0
6787,0
6789,0
6791,0
6793,1
6796,1
6798,1
6801,0
6802,1
6804,1
6807,0
6808,0
6810,1
6813,0
6815,0
6817,0
6819,0
6821,1
6824,0
6825,1
6828,1
6831,0
6832,1
6834,0
6836,1
6838,1
6840,1
6843,0
6845,0
6846,1
6848,1
6851,0
6852,0
6853,0
6854,0
6856,0
6857,1
6860,0
6862,1
6865,1
6868,1
6870,0
6872,1
6875,0
6876,0
6877,0
6878,1
6881,1
6884,0
6886,0
6888,0
6890,0
6891,0
6893,1
6895,0
6896,0
6898,1
6901,1
6903,0
6905,1
6908,1
6910,0
6912,1
6915,0
6917,1
6919,1
6921,0
6922,1
6924,0
6925,0
6927,1
6930,0
6931,1
6934,1
6936,1
6939,1
6941,1
6944,1
6946,0
6947,1
6950,1
6953,1
6955,1
6958,1
6960,1
6962,0
6963,0
6964,0
6965,0
6967,1
6970,0
6971,1
6973,1
6975,0
6977,0
6979,0
6981,0
6983,1
6985,0
6987,0
6988,0
6989,1
6991,1
6994,0
6995,0
6996,1
6999,0
7000,1
7003,1
7006,1
7009,1
7012,1
7014,1
7017,0
7019,1
7022,1
7025,1
7027,1
7030,0
7032,1
7034,1
7036,1
7039,1
7041,1
7044,1
7046,1
7048,1
7050,1
7053,1
7056,1
7059,0
7060,0
7061,1
7064,0
7066,0
7067,0
7068,1
7071,1
7074,0
7075,0
7076,1
7079,0
7080,1
7083,1
7086,1
7089,0
7091,1
7094,1
7097,1
7099,0
7101,1
7104,0
7106,0
7108,1
7111,1
7114,1
7116,1
7119,1
7121,1
7124,1
7126,1
7128,1
7130,1
7133,0
7135,1
7137,1
7140,1
7142,1
7145,0
7146,1
7148,1
7150,1
7153,0
7154,0
7155,1
7158,1
7161,1
7163,0
7164,1
7166,0
7167,1
7170,0
7171,0
7172,0
7173,1
7176,0
7177,1
7180,1
7182,1
7185,0
7186,0
7188,1
7190,1
7193,0
7195,0
7196,0
7198,1
7201,0
7202,1
7205,0
7207,0
7209,0
7210,0
7212,1
7215,0
7216,0
7217,0
7219,1
7222,1
7225,1
7228,0
7229,0
7230,0
7231,0
7232,0
7233,1
7235,0
7237,0
7239,0
7241,1
7243,1
7246,0
7247,0
7248,1
7250,0
7252,1
7255,1
7258,1
7260,1
7262,1
7264,0
7266,1
7269,1
7272,0
7273,0
7274,0
7275,0
7276,0
7277,1
7280,0
7282,1
7285,0
7286,1
7288,1
7291,0
7292,1
7294,1
7297,1
7299,1
7302,0
7303,1
7306,1
7308,0
7310,1
7313,0
7315,1
7318,0
7320,1
7322,1
7325,1
7328,0
7329,0
7330,1
7333,1
7335,1
7338,0
7340,1
7342,1
7345,1
7347,1
7349,1
7352,1
7354,0
7356,1
7359,1
7362,0
7363,0
7364,1
7367,1
7370,1
7373,0
7374,1
7376,0
7378,0
7379,1
7382,1
7383,1
7386,0
7387,1
7389,0
7391,0
7392,1
7395,0
7396,1
7399,1
7402,1
7405,1
7407,0
7408,1
7411,0
7413,0
7414,1
7416,0
7417,0
7419,0
7421,0
7423,1
7426,0
7428,1
7431,1
7433,1
7435,0
7436,0
7438,0
7440,1
7443,1
7445,1
7447,1
7449,1
7451,1
7453,0
7454,0
7456,1
7459,0
7461,0
7462,1
7464,1
7467,1
7470,1
7473,0
7474,1
7477,1
7479,0
7480,0
7481,0
7482,0
7484,1
7486,1
7488,0
7489,1
7491,0
7492,0
7493,1
7494,1
7496,1
7498,0
7500,0
7501,0
7502,1
7504,0
7505,1
7508,1
7511,0
7512,1
7514,1
7517,1
7519,1
7522,1
7524,1
7526,1
7528,0
7529,1
7532,1
7534,1
7538,1
7540,0
7541,1
7544,0
7546,0
7548,1
7551,1
7552,1
7554,0
7556,0
7557,0
7559,1
7561,0
7562,1
7564,0
7565,1
7568,0
7570,1
7572,0
7573,1
7576,1
7578,0
7579,0
7580,0
7581,0
7583,1
7585,0
7587,0
7589,0
7590,1
7593,1
7595,0
7597,0
7598,0
7599,0
7600,0
7601,0
7603,1
7605,1
7607,1
7610,1
7613,1
7616,1
7619,0
7620,1
7623,0
7625,0
7627,0
7629,0
7631,1
7634,0
7635,0
7636,1
7638,1
7641,1
7644,0
7646,0
7647,0
7648,1
7650,0
7651,0
7652,0
7654,1
7657,1
7660,1
7662,0
7663,0
7665,0
7666,1
7669,0
7671,1
7673,1
7675,0
7677,1
7679,0
7681,0
7682,1
7685,1
7688,1
7691,1
7694,1
7697,0
7698,1
7701,0
7703,0
7704,0
7706,0
7707,1
7710,0
7711,1
7714,0
7715,0
7717,1
7720,0
7722,0
7724,1
7727,1
7730,1
7733,1
7736,1
7739,0
7741,0
7742,0
7743,0
7745,1
7748,0
7750,0
7752,1
7755,1
7757,0
7758,0
7759,1
7762,0
7764,0
7766,0
7768,0
7769,1
7772,0
7773,1
7775,1
7777,0
7778,1
7781,1
7784,1
7786,1
7789,1
7792,1
7795,0
7796,1
7799,1
7802,0
7803,1
7805,0
7806,1
7809,0
7810,1
7813,0
7815,0
7816,1
7819,0
7820,1
7823,0
7824,0
7826,0
7828,0
7830,1
7833,1
7835,1
7838,0
7839,0
7840,1
7842,1
7844,0
7845,0
7846,0
7847,0
7849,0
7851,0
7852,0
7854,1
7857,0
7859,1
7862,1
7864,1
7867,0
7869,1
7872,1
7874,1
7877,0
7878,0
7880,0
7882,1
7885,0
7887,1
7890,1
7892,0
7893,1
7896,0
7897,0
7898,0
7899,0
7900,0
7902,0
7903,0
7904,1
7906,1
7908,0
7909,0
7911,1
7914,1
7916,0
7917,1
7919,1
7922,1
7925,0
7927,1
7929,1
7932,1
7934,0
7936,0
7937,0
7939,0
7941,0
7942,0
7943,1
7946,0
7947,1
7950,0
7951,1
7954,0
7955,1
7958,1
7961,1
7964,1
7967,1
7969,1
7971,1
7974,0
7976,1
7979,0
7980,1
7983,0
7985,1
7988,0
7989,1
7991,0
7992,1
7994,1
7996,0
7998,0
7999,1
8002,1
8004,1
8006,0
8008,0
8009,0
8011,1
8014,0
8016,0
8018,1
8021,0
8022,0
8023,0
8024,1
8027,0
8029,1
8032,1
8035,0
8036,0
8037,0
8038,0
8039,0
8040,1
8043,1
8045,0
8047,1
8050,1
8053,0
8055,1
8058,1
8061,0
8062,1
8065,1
8068,1
8070,0
8071,1
8074,1
8077,1
8080,1
8082,1
8085,0
8087,0
8089,1
8092,1
8095,0
8096,0
8097,1
8100,1
8103,1
8106,1
8109,1
8111,1
8114,1
8117,1
8120,1
8123,1
8126,1
8129,1
8132,0
8133,0
8134,1
8137,0
8139,1
8142,1
8145,1
8148,1
8151,1
8154,1
8157,0
8159,1
8161,1
8164,0
8165,0
8166,0
8167,0
8168,0
8169,1
8172,1
8175,1
8178,0
8180,0
8181,0
8182,1
8185,0
8186,0
8187,0
8188,1
8191,0
8193,1
8196,1
8199,1
8202,1
8205,1
8207,1
8210,0
8212,1
8214,1
8217,0
8218,0
8219,0
8220,1
8223,1
8226,1
8229,1
8232,0
8233,0
8235,1
8238,1
8241,0
8243,1
8245,1
8248,1
8251,0
8252,0
8253,0
8254,0
8256,0
8257,0
8259,1
8262,1
8265,0
8266,0
8267,1
8270,0
8272,1
8275,1
8278,0
8279,0
8281,0
8283,0
8285,0
8287,1
8289,0
8290,0
8292,0
8293,1
8295,0
8296,0
8297,1
8300,0
8301,1
8304,1
8306,0
8307,0
8308,0
8309,0
8311,0
8312,0
8313,1
8316,0
8318,1
8320,0
8322,0
8324,0
8325,1
8327,0
8328,1
8330,0
8331,1
8333,1
8336,1
8339,1
8342,0
8343,0
8344,1
8347,1
8350,0
8352,1
8355,1
8358,0
8359,0
8360,1
8363,0
8365,0
8367,0
8369,1
8371,0
8372,0
8373,0
8375,1
8378,1
8380,0
8381,1
8384,0
8386,1
8389,0
8390,1
8393,1
8396,0
8398,0
8400,0
8401,0
8403,0
8405,1
8408,1
8411,1
8413,1
8415,1
8417,1
8420,0
8422,0
8423,1
8426,1
8429,1
8432,0
8433,0
8434,0
8435,0
8436,1
8439,1
8442,1
8445,1
8447,0
8448,0
8449,0
8451,1
8453,1
8456,0
8457,1
8459,0
8461,0
8463,1
8466,1
8469,0
8470,0
8471,1
8474,1
8476,0
8477,1
8480,0
8482,1
8485,1
8488,0
8489,0
8491,1
8494,0
8496,0
8497,0
8499,1
8501,0
8503,1
8504,1
8506,1
8509,0
8510,0
8511,1
8514,1
8517,0
8519,0
8520,0
8521,1
8524,1
8527,0
8529,1
8532,1
8534,1
8536,0
8537,1
8540,0
8542,1
8544,1
8547,1
8549,1
8551,1
8554,1
8557,1
8559,1
8561,1
8563,0
8565,0
8566,1
8568,1
8570,1
8573,1
8576,1
8579,0
8580,0
8581,0
8582,1
8585,1
8588,1
8590,0
8592,1
8595,1
8598,1
8600,1
8603,1
8606,1
8608,1
8611,0
8612,0
8613,1
8615,0
8616,1
8619,1
8622,1
8625,1
8628,1
8631,0
8632,0
8634,0
8636,1
8639,1
8641,0
8642,0
8643,0
8644,0
8645,1
8648,1
8650,1
8652,0
8654,0
8655,1
8658,1
8661,1
8664,1
8667,1
8669,1
8671,1
8673,1
8675,0
8676,1
8678,1
8681,1
8684,1
8687,0
8689,1
8692,1
8694,1
8697,0
8698,0
8699,1
8701,0
8703,1
8706,1
8708,0
8709,0
8711,1
8714,1
8716,1
8718,0
8719,1
8722,0
8724,0
8726,1
8729,1
8731,1
8734,1
8737,1
8740,0
8742,1
8745,1
8748,1
8751,1
8754,0
8755,0
8756,1
8759,1
8762,1
8765,1
8767,0
8768,0
8769,1
8771,0
8772,1
8775,0
8776,0
8777,1
8779,1
8781,0
8782,0
8783,0
8785,0
8787,1
8790,0
8792,0
8793,0
8795,1
8797,1
8799,0
8801,1
8803,1
8806,0
8808,0
8809,1
8812,1
8815,0
8816,1
8819,1
8822,0
8823,1
8826,1
8829,0
8830,1
8832,1
8835,0
8836,1
8839,1
8841,1
8844,0
8845,1
8847,1
8850,0
8852,0
8853,1
8855,1
8857,0
8859,0
8860,1
8862,0
8863,0
8865,1
8867,1
8869,0
8870,1
8873,1
8875,0
8876,0
8878,0
8879,0
8881,1
8884,1
8887,1
8890,1
8893,1
8896,1
8899,1
8902,1
8905,0
8906,1
8909,1
8912,1
8915,0
8916,1
8919,1
8922,1
8924,0
8926,0
8928,0
8929,1
8931,0
8932,1
8934,1
8937,0
8939,1
8941,1
8943,1
8945,1
8948,0
8949,0
8950,1
8952,1
8954,1
8956,0
8958,1
8961,0
8963,1
8966,1
8968,1
8971,1
8974,1
8977,1
8980,0
8982,0
8984,0
8985,1
8988,0
8989,0
8990,1
8993,0
8995,1
8998,1
9000,1
9002,0
9004,0
9006,0
9008,0
9009,1
9011,1
9014,1
9016,1
9019,1
9021,1
9024,1
9026,0
9028,1
9030,0
9031,0
9032,0
9034,1
9037,1
9040,1
9043,0
9044,0
9045,1
9048,1
9050,0
9051,0
9052,0
9053,0
9054,1
9056,1
9058,1
9061,0
9062,1
9065,0
9066,1
9069,0
9070,1
9072,1
9075,1
9078,1
9081,1
9083,1
9086,1
9089,1
9092,1
9095,0
9097,0
9099,1
9101,0
9102,0
9103,0
9105,0
9106,0
9107,0
9108,1
9111,1
9114,1
9117,0
9118,1
9121,0
9122,1
9124,0
9125,0
9126,0
9128,0
9130,1
9133,0
9135,1
9138,0
9140,1
9143,1
9146,1
9149,0
9150,1
9153,1
9155,0
9157,0
9159,1
9161,1
9164,0
9165,0
9167,1
9170,0
9171,1
9174,0
9175,0
9176,0
9177,1
9179,1
9182,0
9183,0
9184,0
9186,1
9189,0
9191,1
9194,0
9195,0
9196,1
9199,1
9202,1
9205,1
9208,0
9210,1
9213,1
9215,1
9218,0
9219,1
9222,1
9224,1
9227,1
9229,1
9231,1
9234,1
9237,0
9238,0
9239,0
9241,0
9242,1
9244,1
9247,1
9250,0
9252,1
9255,1
9258,0
9260,1
9262,1
9264,0
9265,1
9268,1
9270,0
9272,0
9273,1
9276,1
9279,1
9282,1
9284,1
9287,1
9290,1
9293,0
9295,0
9297,1
9300,0
9301,1
9303,0
9304,1
9307,0
9308,0
9309,1
9312,0
9313,0
9314,1
9317,0
9318,0
9319,0
9320,0
9321,0
9323,1
9326,1
9328,1
9331,1
9334,1
9337,0
9338,0
9339,0
9341,1
9344,1
9347,0
9348,1
9350,0
9351,1
9354,1
9357,0
9358,1
9361,0
9362,1
9365,1
9368,0
9369,0
9370,0
9371,1
9373,1
9375,0
9376,1
9379,0
9380,0
9382,0
9383,0
9384,0
9385,1
9388,0
9389,1
9391,1
9394,1
9396,1
9399,1
9401,0
9402,0
9404,0
9405,1
9408,1
9411,1
9414,1
9417,1
9420,0
9422,0
9423,0
9425,0
9427,1
9430,0
9431,1
9433,1
9436,1
9439,1
9441,0
9442,1
9444,1
9447,0
9449,0
9450,1
9452,0
9454,1
9456,1
9459,0
9461,1
9464,0
9465,0
9467,1
9469,0
9470,1
9473,0
9475,1
9478,1
9480,1
9483,1
9486,1
9488,0
9490,1
9493,1
9495,0
9497,0
9498,0
9499,0
9500,0
9501,1
9503,1
9506,0
9507,1
9510,0
9511,0
9513,0
9515,0
9517,1
9520,1
9523,1
9525,0
9526,1
9529,0
9530,1
9533,0
9535,1
9538,1
9541,1
9544,0
9545,0
9547,1
9550,0
9551,1
9554,1
9556,0
9558,1
9561,1
9564,1
9566,1
9569,1
9572,0
9574,0
9575,0
9577,0
9578,0
9580,0
9582,1
9585,1
9587,0
9588,1
9590,1
9592,1
9595,1
9598,1
9601,0
9603,1
9605,1
9608,1
9611,0
9612,0
9613,0
9615,0
9617,1
9620,0
9622,0
9623,1
9626,1
9629,0
9630,0
9631,0
9632,0
9634,1
9637,0
9638,1
9641,1
9644,0
9646,0
9647,0
9648,1
9650,0
9651,0
9652,1
9655,0
9656,0
9657,1
9659,1
9661,1
9663,1
9665,1
9668,1
9670,1
9672,0
9673,1
9676,0
9677,1
9679,0
9680,0
9681,1
9684,1
9686,1
9689,1
9692,1
9695,1
9698,0
9699,0
9700,0
9701,1
9704,0
9705,0
9707,0
9709,0
9710,1
9713,0
9715,0
9716,1
9719,0
9721,0
9722,1
9724,0
9725,1
9728,1
9731,1
9733,0
9735,1
9738,1
9741,1
9743,0
9745,0
9747,0
9749,0
9751,1
9754,1
9757,0
9758,1
9760,1
9763,1
9766,0
9767,1
9769,1
9772,0
9773,0
9774,0
9775,0
9776,1
9779,1
9782,0
9783,1
9786,0
9787,0
9789,1
9792,1
9795,1
9798,1
9801,1
9804,1
9806,0
9808,1
9811,0
9813,1
9815,0
9817,1
9820,0
9822,0
9823,0
9825,1
9827,0
9828,0
9830,1
9833,0
9834,0
9835,0
9836,0
9837,0
9838,0
9840,0
9841,1
9844,0
9846,1
9849,1
9851,1
9854,0
9855,0
9856,1
9859,1
9862,0
9863,1
9864,1
9867,0
9868,0
9870,1
9873,1
9876,1
9878,0
9879,1
9882,0
9883,1
9886,0
9888,0
9889,0
9891,1
9893,0
9895,1
9897,1
9899,0
9900,0
9901,0
9903,0
9904,0
9905,1
9908,1
9911,1
9914,0
9915,1
9918,1
9920,1
9923,0
9925,0
9926,0
9927,0
9928,0
9930,0
9932,1
9935,1
9938,1
9941,0
9942,1
9945,0
9946,1
9949,1
9952,0
9953,0
9954,1
9957,1
9960,1
9963,1
9966,1
9968,0
9969,1
9972,1
9975,1
9978,1
9981,0
9982,1
9984,1
9986,0
9988,1
9990,1
9992,0
9993,0
9994,0
9995,0
9996,0
9997,0
9998,0
9999,0
10000,0
10001,1
10004,1
10007,1
10009,0
10011,1
10014,1
10017,0
10019,0
10020,0
10021,0
10022,0
10023,1
10025,0
10026,1
10029,0
10031,0
10032,0
10033,1
10035,1
10038,0
10039,1
10041,1
10043,1
10045,1
10047,1
10050,0
10051,1
10054,1
10056,1
10058,1
10060,0
10062,0
10063,0
10064,0
10065,1
10067,0
10069,0
10071,1
10073,1
10075,0
10076,0
10077,0
10079,0
10080,1
10082,1
10084,0
10085,0
10087,0
10089,1
10092,0
10094,1
10097,1
10100,0
10102,1
10105,0
10106,1
10109,1
10111,0
10112,1
10114,1
10116,1
10118,1
10121,1
10124,1
10126,1
10128,1
10131,1
10133,1
10135,1
10138,0
10139,0
10141,0
10143,0
10145,0
10146,0
10147,1
10150,0
10151,0
10152,0
10153,0
10154,1
10157,0
10159,1
10162,0
10163,1
10166,0
10167,0
10169,1
10171,1
10173,1
10176,0
10178,1
10180,0
10181,1
10182,1
10185,1
10188,1
10190,0
10191,0
10193,0
10194,0
10195,0
10196,0
10197,0
10199,1
10201,0
10203,0
10204,1
10207,1
10210,1
10213,0
10214,0
10216,1
10218,1
10219,1
10221,1
10224,0
10225,1
10228,0
10230,0
10231,0
10232,1
10235,0
10236,1
10239,1
10242,0
10243,0
10245,1
10248,0
10249,1
10252,1
10255,0
10256,0
10257,1
10260,1
10262,0
10263,1
10266,0
10267,1
10270,0
10271,1
10274,0
10275,1
10278,0
10279,1
10282,0
10283,0
10284,1
10287,1
10289,1
10291,1
10293,0
10295,1
10298,0
10299,0
10300,0
10301,1
10304,1
10307,0
10308,1
10311,0
10312,0
10313,0
10314,1
10317,1
10320,0
10321,0
10323,0
10325,0
10326,0
10328,0
10329,0
10330,1
10333,1
10336,0
10338,0
10340,0
10342,0
10343,0
10344,1
10346,1
10349,0
10350,1
10352,0
10354,1
10357,0
10358,0
10359,1
10362,1
10365,1
10368,1
10371,1
10374,0
10376,1
10379,0
10380,0
10381,0
10382,0
10383,0
10385,0
10387,1
10390,1
10393,1
10396,1
10398,1
10400,1
10403,1
10406,1
10409,0
10410,0
10411,0
10412,1
10415,0
10416,0
10417,0
10418,1
10421,1
10424,1
10427,0
10429,0
10431,0
10433,0
10434,1
10437,0
10438,1
10441,0
10442,0
10444,1
10447,0
10448,1
10451,1
10454,0
10455,1
10457,0
10458,1
10461,1
10464,1
10467,1
10470,0
10471,1
10474,1
10477,1
10479,0
10480,1
10482,1
10485,1
10488,0
10490,1
10493,1
10496,1
10499,1
10501,1
10503,0
10504,1
10507,1
10510,1
10513,1
10515,1
10517,0
10518,0
10520,0
10522,0
10523,0
10524,1
10526,1
10528,0
10529,1
10532,0
10533,0
10534,1
10537,0
10539,0
10541,0
10543,0
10545,0
10547,1
10550,0
10552,1
10555,0
10556,0
10558,0
10559,1
10561,1
10563,0
10564,0
10565,1
10568,0
10569,1
10572,0
10573,0
10574,0
10576,0
10578,0
10579,0
10581,0
10583,0
10584,0
10585,1
10587,0
10588,0
10589,0
10591,0
10592,0
10593,0
10594,0
10595,1
10597,1
10599,1
10602,1
10605,0
10606,0
10607,0
10608,0
10610,1
10613,0
10615,0
10617,0
10618,1
10621,0
10622,0
10623,1
10626,0
10627,0
10628,0
10629,1
10632,1
10635,0
10636,0
10637,0
10638,0
10639,1
10642,1
10645,1
10648,1
10650,1
10652,1
10654,1
10656,0
10657,1
10659,1
10661,1
10664,1
10666,0
10667,0
10669,1
10672,0
10674,0
10676,1
10679,0
10681,0
10683,1
10685,1
10687,0
10689,0
10691,0
10692,0
10694,1
10697,0
10698,1
10700,1
10702,0
10703,1
10706,1
10709,1
10711,0
10713,0
10714,1
10716,1
10719,0
10720,0
10722,1
10725,0
10726,1
10728,0
10729,0
10730,0
10731,0
10732,0
10733,1
10735,1
10737,0
10739,1
10742,0
10743,0
10745,1
10747,0
10748,0
10749,1
10751,0
10752,0
10754,0
10755,1
10757,0
10758,0
10759,1
10762,1
10764,1
10767,0
10768,0
10769,1
10772,1
10774,1
10777,1
10780,0
10781,0
10783,1
10786,1
10789,0
10791,1
10793,0
10795,1
10798,0
10799,0
10800,0
10802,1
10805,0
10807,0
10808,1
10810,0
10811,0
10812,1
10814,0
10815,0
10817,0
10818,0
10820,0
10822,1
10824,1
10827,0
10828,1
10831,1
10832,1
10834,0
10835,0
10837,1
10839,0
10841,1
10844,1
10847,1
10850,1
10853,1
10856,0
10857,0
10859,0
10860,0
10861,1
10863,1
10866,1
10867,1
10870,1
10873,0
10875,1
10878,0
10879,1
10881,1
10883,1
10886,0
10888,0
10890,0
10892,1
10894,1
10896,1
10898,0
10900,1
10903,0
10905,1
10908,0
10909,1
10912,1
10915,0
10916,0
10918,0
10919,1
10922,1
10924,1
10927,1
10930,1
10932,1
10935,0
10936,0
10937,0
10939,0
10940,0
10941,1
10944,1
10946,0
10947,0
10948,0
10949,1
10952,0
10953,1
10956,1
10959,0
10961,0
10962,1
10964,1
10967,0
10968,0
10969,0
10971,1
10973,1
10975,1
10977,1
10979,0
10981,1
10984,1
10987,0
10989,0
10991,1
10994,1
10997,0
10999,1
11001,0
11002,1
11004,0
11006,1
11009,0
11011,0
11012,0
11013,1
11014,1
11017,0
11019,1
11022,1
11025,1
11027,0
11028,1
11031,0
11033,0
11034,1
11037,1
11040,0
11041,0
11042,1
11044,1
11047,1
11050,0
11051,0
11052,0
11053,1
11056,0
11057,0
11058,1
11061,1
11064,0
11065,0
11067,1
11070,0
11071,1
11073,0
11074,1
11077,1
11080,1
11083,1
11086,1
11088,0
11090,1
11092,1
11095,0
11096,0
11098,0
11099,1
11102,1
11105,1
11108,0
11109,0
11110,1
11113,1
11116,1
11119,0
11120,1
11122,0
11124,1
11127,0
11129,1
11131,1
11133,1
11135,1
11137,0
11139,0
11140,0
11141,0
11143,1
11146,1
11149,1
11152,0
11154,1
11156,1
11159,1
11162,0
11163,0
11164,0
11166,0
11168,0
11169,1
11172,0
11173,1
11176,0
11177,1
11180,1
11183,0
11184,1
11187,1
11190,1
11192,0
11193,1
11196,0
11198,0
11199,0
11200,1
11203,1
11206,0
11208,0
11210,1
11213,1
11216,1
11219,0
11220,1
11223,1
11226,1
11228,1
11231,1
11234,1
11237,1
11240,0
11241,1
11244,0
11246,1
11249,1
11252,1
11255,1
11258,0
11260,1
11263,0
11264,0
11265,1
11268,1
11271,1
11274,1
11277,1
11280,1
11283,1
11286,0
11288,0
11290,1
11292,0
11294,1
11297,1
11299,1
11301,0
11302,0
11303,0
11304,1
11306,0
11307,0
11309,0
11311,1
11314,0
11315,1
11318,1
11320,1
11323,0
11325,0
11326,0
11328,0
11330,0
11332,1
11334,1
11337,0
11338,0
11339,0
11340,1
11342,1
11344,1
11346,1
11348,0
11350,1
11352,1
11355,0
11356,0
11357,1
11360,0
11361,0
11362,0
11364,0
11365,1
11368,1
11371,1
11373,1
11375,1
11377,0
11378,0
11379,1
11382,1
11385,1
11388,1
11391,1
11394,1
11397,1
11400,1
11403,1
11405,1
11407,0
11408,1
11410,1
11412,0
11413,1
11416,0
11417,1
11420,0
11422,1
11425,0
11426,1
11429,0
11430,0
11432,0
11434,0
11435,1
11437,0
11439,1
11441,1
11444,0
11446,0
11448,1
11450,1
11453,0
11454,0
11456,1
11459,1
11461,1
11464,1
11467,0
11468,1
11471,0
11473,1
11475,1
11477,0
11478,0
11480,1
11483,1
11486,0
11487,0
11489,0
11491,0
11493,0
11494,0
11496,1
11499,0
11500,0
11501,1
11503,1
11505,1
11508,0
11509,0
11510,0
11511,0
11512,1
11515,1
11518,1
11521,1
11524,1
11527,0
11528,1
11531,1
11534,1
11537,0
11538,1
11540,1
11543,0
11544,0
11545,0
11547,1
11550,1
11553,0
11555,0
11556,0
11557,1
11559,1
11562,0
11563,0
11564,0
11566,1
11568,1
11571,1
11574,1
11577,1
11580,1
11583,1
11586,1
11589,0
11590,0
11592,1
11595,0
11597,1
11599,0
11601,0
11602,0
11604,0
11605,0
11607,1
11610,1
11612,1
11615,1
11618,0
11620,1
11623,0
11625,1
11627,1
11629,1
11632,0
11633,1
11636,0
11637,1
11640,0
11642,0
11643,1
11645,1
11648,1
11651,0
11652,1
11655,1
11658,0
11659,1
11661,1
11663,0
11664,0
11665,1
11666,1
11670,1
11672,1
11675,0
11677,0
11678,1
11681,0
11682,1
11684,1
11687,0
11688,1
11691,0
11693,0
11694,0
11696,1
11699,1
11702,0
11703,0
11705,0
11706,1
11708,1
11711,1
